0.00000000E+00 -0.66512239E-002 0.13518700E-002
0.20000000 0.34005067E-002 0.33873778E-001
0.40000000 0.13452237E-001 0.66395685E-001
0.60000000 0.29717046E-001 0.96288527E-001
0.80000000 0.51500552E-001 0.12241684
1.00000000 0.77900861E-001 0.14384008
1.20000000 0.10786773 0.15984789
1.40000000 0.14026541 0.16997632
1.60000000 0.17393285 0.17400629
1.80000000 0.20773657 0.17194735
2.00000000 0.24061300 0.16401131
2.20000000 0.27159932 0.15057984
2.40000000 0.29985314 0.13217037
2.60000000 0.32466251 0.10940310
2.80000000 0.34544828 0.82971484E-001
3.00000000 0.36176124 0.53617218E-001
3.20000000 0.37327592 0.22110105E-001
3.40000000 0.37978304 -0.10767472E-001
3.60000000 0.38118203 -0.44232136E-001
3.80000000 0.37747453 -0.77508075E-001
4.00000000 0.36875965 -0.10983364
4.20000000 0.35523121 -0.14046706
4.40000000 0.33717696 -0.16869234
4.60000000 0.31497951 -0.19382636
4.80000000 0.28911832 -0.21522813
5.00000000 0.26017190 -0.23231095
5.20000000 0.22881900 -0.24455796
5.40000000 0.19583737 -0.25154148
5.60000000 0.16209828 -0.25294556
5.80000000 0.12855517 -0.24859125
6.00000000 0.96224526E-001 -0.23846261
6.20000000 0.66157816E-001 -0.22273123
6.40000000 0.39403878E-001 -0.20177596
6.60000000 0.16962440E-001 -0.17619415
6.80000000 -0.26907122E-003 -0.14680061
7.00000000 -0.11551575E-001 -0.11461107
7.20000000 -0.16357954E-001 -0.80808441E-001
7.40000000 -0.14418017E-001 -0.46692113E-001
7.60000000 -0.57487007E-002 -0.13613207E-001
7.80000000 0.93354102E-002 0.17098898E-001
8.00000000 0.30233813E-001 0.44211605E-001
8.20000000 0.56093653E-001 0.66657871E-001
8.40000000 0.85861643E-001 0.83591595E-001
8.60000000 0.11834841 0.94424498E-001
8.80000000 0.15229801 0.98842139E-001
9.00000000 0.18645547 0.96799666E-001
9.20000000 0.21962626 0.88500387E-001
9.40000000 0.25072365 0.74361842E-001
9.60000000 0.27880223 0.54974664E-001
9.80000000 0.30307756 0.31059185E-001
10.00000000 0.32293375 0.34238206E-002
10.20000000 0.33792146 -0.27071961E-001
10.40000000 0.34774910 -0.59548544E-001
10.60000000 0.35227016 -0.93130481E-001
10.80000000 0.35146874 -0.12696454
11.00000000 0.34544534 -0.16023242
11.20000000 0.33440396 -0.19215921
11.40000000 0.31864140 -0.22201903
11.60000000 0.29853901 -0.24913901
11.80000000 0.27455683 -0.27290279
12.00000000 0.24722979 -0.29275477
12.20000000 0.21716539 -0.30820574
12.40000000 0.18504191 -0.31884085
12.60000000 0.15160628 -0.32433019
12.80000000 0.11767011 -0.32444235
13.00000000 0.84102710E-001 -0.31906054
13.20000000 0.51819428E-001 -0.30820081
13.40000000 0.21763964E-001 -0.29203091
13.60000000 -0.51165283E-002 -0.27088801
13.80000000 -0.27904141E-001 -0.24529254
14.00000000 -0.45750435E-001 -0.21595521
14.20000000 -0.57922649E-001 -0.18377377
14.40000000 -0.63852944E-001 -0.14981647
14.60000000 -0.63186280E-001 -0.11529021
14.80000000 -0.55821398E-001 -0.81492835E-001
15.00000000 -0.41938985E-001 -0.49751491E-001
15.20000000 -0.22011711E-001 -0.21351217E-001
15.40000000 0.32074026E-002 0.25396746E-002
15.60000000 0.32719095E-001 0.20939668E-001
15.80000000 0.65332070E-001 0.33111753E-001
16.00000000 0.99731899E-001 0.38602404E-001
16.20000000 0.13455717 0.37258125E-001
16.40000000 0.16847474 0.29219057E-001
16.60000000 0.20024670 0.14892304E-001
16.80000000 0.22878356 -0.50900529E-002
17.00000000 0.25318082 -0.29922060E-001
17.20000000 0.27273856 -0.58677938E-001
17.40000000 0.28696569 -0.90363785E-001
17.60000000 0.29557212 -0.12396315
17.80000000 0.29845234 -0.15847434
18.00000000 0.29566420 -0.19293872
18.20000000 0.28740577 -0.22646050
18.40000000 0.27399291 -0.25821926
18.60000000 0.25583895 -0.28747665
18.80000000 0.23343753 -0.31357913
19.00000000 0.20734885 -0.33595835
19.20000000 0.17818926 -0.35413053
19.40000000 0.14662364 -0.36769611
19.60000000 0.11336003 -0.37634066
19.80000000 0.79145369E-001 -0.37983773
20.00000000 0.44761588E-001 -0.37805397
