0.00000000 -0.17934802E-002 0.18601272E-003 
0.10000000 0.90203206E-003 0.17434281E-001 
0.20000000 0.35975444E-002 0.34682549E-001 
0.30000000 0.80549976E-002 0.51561545E-001 
0.40000000 0.14222526E-001 0.67893441E-001 
0.50000000 0.22028961E-001 0.83508369E-001 
0.60000000 0.31385206E-001 0.98246735E-001 
0.70000000 0.42185928E-001 0.11196127 
0.80000000 0.54311486E-001 0.12451875 
0.90000000 0.67630056E-001 0.13580140 
1.00000000 0.81999864E-001 0.14570794 
1.10000000 0.97271481E-001 0.15415420 
1.20000000 0.11329010 0.16107352 
1.30000000 0.12989775 0.16641669 
1.40000000 0.14693541 0.17015166 
1.50000000 0.16424494 0.17226299 
1.60000000 0.18167083 0.17275104 
1.70000000 0.19906179 0.17163106 
1.80000000 0.21627208 0.16893203 
1.90000000 0.23316263 0.16469555 
2.00000000 0.24960193 0.15897458 
2.10000000 0.26546678 0.15183216 
2.20000000 0.28064276 0.14334025 
2.30000000 0.29502460 0.13357847 
2.40000000 0.30851640 0.12263299 
2.50000000 0.32103163 0.11059545 
2.60000000 0.33249316 0.97562001E-001 
2.70000000 0.34283309 0.83632399E-001 
2.80000000 0.35199259 0.68909201E-001 
2.90000000 0.35992166 0.53497054E-001 
3.00000000 0.36657882 0.37502077E-001 
3.10000000 0.37193092 0.21031315E-001 
3.20000000 0.37595277 0.41922734E-002 
3.30000000 0.37862692 -0.12907485E-001 
3.40000000 0.37994339 -0.30160682E-001 
3.50000000 0.37989947 -0.47460622E-001 
3.60000000 0.37849947 -0.64701448E-001 
3.70000000 0.37575461 -0.81778377E-001 
3.80000000 0.37168288 -0.98587913E-001 
3.90000000 0.36630895 -0.11502806 
4.00000000 0.35966412 -0.13099853 
4.10000000 0.35178632 -0.14640097 
4.20000000 0.34272008 -0.16113923 
4.30000000 0.33251663 -0.17511960 
4.40000000 0.32123391 -0.18825119 
4.50000000 0.30893665 -0.20044625 
4.60000000 0.29569645 -0.21162062 
4.70000000 0.28159182 -0.22169421 
4.80000000 0.26670825 -0.23059154 
4.90000000 0.25113816 -0.23824237 
5.00000000 0.23498089 -0.24458233 
5.10000000 0.21834257 -0.24955375 
5.20000000 0.20133591 -0.25310638 
5.30000000 0.18407992 -0.25519829 
5.40000000 0.16669947 -0.25579675 
5.50000000 0.14932478 -0.25487916 
5.60000000 0.13209066 -0.25243394 
5.70000000 0.11513570 -0.24846149 
5.80000000 0.98601204E-001 -0.24297501 
5.90000000 0.82630029E-001 -0.23600132 
6.00000000 0.67365170E-001 -0.22758148 
6.10000000 0.52948230E-001 -0.21777140 
6.20000000 0.39517723E-001 -0.20664212 
6.30000000 0.27207241E-001 -0.19428001 
6.40000000 0.16143526E-001 -0.18078659 
6.50000000 0.64444818E-002 -0.16627817 
6.60000000 -0.17828416E-002 -0.15088515 
6.70000000 -0.84442154E-002 -0.13475099 
6.80000000 -0.13460113E-001 -0.11803089 
6.90000000 -0.16767438E-001 -0.10089010 
7.00000000 -0.18321033E-001 -0.83502012E-001 
7.10000000 -0.18094927E-001 -0.66045910E-001 
7.20000000 -0.16083249E-001 -0.48704559E-001 
7.30000000 -0.12300783E-001 -0.31661604E-001 
7.40000000 -0.67831269E-002 -0.15098876E-001 
7.50000000 0.41356990E-003 0.80632246E-003 
7.60000000 0.92132817E-002 0.15883885E-001 
7.70000000 0.19521188E-001 0.29973444E-001 
7.80000000 0.31225130E-001 0.42926712E-001 
7.90000000 0.44197407E-001 0.54609572E-001 
8.00000000 0.58296842E-001 0.64903845E-001 
8.10000000 0.73371076E-001 0.73708711E-001 
8.20000000 0.89259003E-001 0.80941744E-001 
8.30000000 0.10579328 0.86539558E-001 
8.40000000 0.12280286 0.90458065E-001 
8.50000000 0.14011541 0.92672359E-001 
8.60000000 0.15755971 0.93176261E-001 
8.70000000 0.17496778 0.91981552E-001 
8.80000000 0.19217683 0.89116953E-001 
8.90000000 0.20903102 0.84626890E-001 
9.00000000 0.22538290 0.78570102E-001 
9.10000000 0.24109461 0.71018143E-001 
9.20000000 0.25603883 0.62053812E-001 
9.30000000 0.27009946 0.51769579E-001 
9.40000000 0.28317209 0.40266023E-001 
9.50000000 0.29516420 0.27650330E-001 
9.60000000 0.30599526 0.14034861E-001 
9.70000000 0.31559660 -0.46417531E-003 
9.80000000 0.32391118 -0.15727935E-001 
9.90000000 0.33089322 -0.31636039E-001 
10.00000000 0.33650780 -0.48067545E-001 
10.10000000 0.34073037 -0.64901799E-001 
10.20000000 0.34354621 -0.82019166E-001 
10.30000000 0.34494994 -0.99301658E-001 
10.40000000 0.34494494 -0.11663345 
10.50000000 0.34354288 -0.13390131 
10.60000000 0.34076318 -0.15099497 
10.70000000 0.33663259 -0.16780738 
10.80000000 0.33118473 -0.18423495 
10.90000000 0.32445975 -0.20017778 
11.00000000 0.31650398 -0.21553976 
11.10000000 0.30736962 -0.23022874 
11.20000000 0.29711453 -0.24415667 
11.30000000 0.28580200 -0.25723972 
11.40000000 0.27350059 -0.26939844 
11.50000000 0.26028397 -0.28055794 
11.60000000 0.24623084 -0.29064803 
11.70000000 0.23142481 -0.29960354 
11.80000000 0.21595428 -0.30736451 
11.90000000 0.19991240 -0.31387654 
12.00000000 0.18339693 -0.31909117 
12.10000000 0.16651008 -0.32296625 
12.20000000 0.14935840 -0.32546643 
12.30000000 0.13205252 -0.32656365 
12.40000000 0.11470687 -0.32623770 
12.50000000 0.97439358E-001 -0.32447680 
12.60000000 0.80370867E-001 -0.32127822 
12.70000000 0.63624753E-001 -0.31664887 
12.80000000 0.47326164E-001 -0.31060597 
12.90000000 0.31601258E-001 -0.30317764 
13.00000000 0.16576286E-001 -0.29440344 
13.10000000 0.23765493E-002 -0.28433491 
13.20000000 -0.10874793E-001 -0.27303597 
13.30000000 -0.23058035E-001 -0.26058321 
13.40000000 -0.34058359E-001 -0.24706601 
13.50000000 -0.43767378E-001 -0.23258657 
13.60000000 -0.52084755E-001 -0.21725961 
13.70000000 -0.58919880E-001 -0.20121194 
13.80000000 -0.64193555E-001 -0.18458172 
13.90000000 -0.67839665E-001 -0.16751745 
14.00000000 -0.69806763E-001 -0.15017674 
14.10000000 -0.70059533E-001 -0.13272472 
14.20000000 -0.68580081E-001 -0.11533224 
14.30000000 -0.65368983E-001 -0.98173822E-001 
14.40000000 -0.60446059E-001 -0.81425367E-001 
14.50000000 -0.53850814E-001 -0.65261748E-001 
14.60000000 -0.45642524E-001 -0.49854254E-001 
14.70000000 -0.35899929E-001 -0.35368013E-001 
14.80000000 -0.24720524E-001 -0.21959425E-001 
14.90000000 -0.12219458E-001 -0.97737043E-002 
15.00000000 0.14719488E-002 0.10574153E-002 
15.10000000 0.16208036E-001 0.10417735E-001 
15.20000000 0.31830935E-001 0.18208348E-001 
15.30000000 0.48172944E-001 0.24349048E-001 
15.40000000 0.65059078E-001 0.28779353E-001 
15.50000000 0.82309721E-001 0.31459122E-001 
15.60000000 0.99743315E-001 0.32368756E-001 
15.70000000 0.11717899 0.31508999E-001 
15.80000000 0.13443910 0.28900349E-001 
15.90000000 0.15135155 0.24582132E-001 
16.00000000 0.16775195 0.18611263E-001 
16.10000000 0.18348546 0.11060771E-001 
16.20000000 0.19840837 0.20181213E-002 
16.30000000 0.21238935 -0.84165865E-002 
16.40000000 0.22531043 -0.20132505E-001 
16.50000000 0.23706762 -0.33009943E-001 
