14.90500000   0.37628746  -0.92649671  
14.91255853   0.36392771  -0.93141980  
14.92011706   0.35132807  -0.93624394  
14.92767559   0.33848291  -0.94096304  
14.93523411   0.32538641  -0.94557064  
14.94279264   0.31203260  -0.95005991  
14.95035117   0.29841536  -0.95442360  
14.95790970   0.28452840  -0.95865407  
14.96546823   0.27036523  -0.96274316  
14.97302676   0.25591923  -0.96668228  
14.98058528   0.24118358  -0.97046227  
14.98814381   0.22615130  -0.97407342  
14.99570234   0.21081520  -0.97750544  
15.00326087   0.19516794  -0.98074736  
15.01081940   0.17920200  -0.98378753  
15.01837793   0.16290968  -0.98661356  
15.02593645   0.14628308  -0.98921227  
15.03349498   0.12931416  -0.99156960  
15.04105351   0.11199471  -0.99367057  
15.04861204   0.94316327E-001  -0.99549921  
15.05617057   0.76270493E-001  -0.99703846  
15.06372910   0.57848530E-001  -0.99827012  
15.07128763   0.39041642E-001  -0.99917471  
15.07884615   0.19840920E-001  -0.99973140  
15.08640468   0.23737579E-003  -0.99991790  
15.09396321   -0.19778039E-001  -0.99971030  
15.10152174   -0.40214395E-001  -0.99908297  
15.10908027   -0.61080744E-001  -0.99800839  
15.11663880   -0.82386071E-001  -0.99645699  
15.12419732   -0.10413923  -0.99439695  
15.13175585   -0.12634888  -0.99179403  
15.13931438   -0.14902338  -0.98861129  
15.14687291   -0.17217070  -0.98480888  
15.15443144   -0.19579830  -0.98034375  
15.16198997   -0.21991294  -0.97516930  
15.16954849   -0.24452054  -0.96923507  
15.17710702   -0.26962593  -0.96248635  
15.18466555   -0.29523257  -0.95486370  
15.19222408   -0.32134224  -0.94630248  
15.19978261   -0.34795466  -0.93673230  
15.20734114   -0.37506693  -0.92607639  
15.21489967   -0.40267301  -0.91425089  
15.22245819   -0.43076296  -0.90116412  
15.23001672   -0.45932202  -0.88671565  
15.23757525   -0.48832953  -0.87079534  
15.24513378   -0.51775755  -0.85328230  
15.25269231   -0.54756917  -0.83404365  
15.26025084   -0.57771636  -0.81293328  
15.26780936   -0.60813737  -0.78979042  
15.27536789   -0.63875340  -0.76443822  
15.28292642   -0.66946445  -0.73668233  
15.29048495   -0.70014412  -0.70630953  
15.29804348   -0.73063310  -0.67308662  
15.30560201   -0.76073093  -0.63675993  
15.31316054   -0.79018572  -0.59705563  
15.32071906   -0.81868139  -0.55368169  
15.32827759   -0.84582181  -0.50633228  
15.33583612   -0.87111156  -0.45469609  
15.34339465   -0.89393298  -0.39847051  
15.35095318   -0.91351965  -0.33738465  
15.35851171   -0.92892770  -0.27123487  
15.36607023   -0.93900771  -0.19993810  
15.37362876   -0.94238334  -0.12360855  
15.38118729   -0.93744758  -0.42663554E-001  
15.38874582   -0.92239414  0.42038476E-001  
15.39630435   -0.89531002  0.12903321  
15.40386288   -0.85436140  0.21607959  
15.41142140   -0.79810344  0.30003106  
15.41897993   -0.72592186  0.37683065  
15.42653846   -0.63855877  0.44173798  
15.43409699   -0.53858579  0.48988116  
15.44165552   -0.43059959  0.51713211  
15.44921405   -0.32090551  0.52112631  
15.45677258   -0.21660451  0.50206895  
15.46433110   -0.12428531  0.46294254  
15.47188963   -0.48775799E-001  0.40895121  
15.47944816   0.75843497E-002  0.34639886  
15.48700669   0.44952934E-001  0.28144759  
15.49456522   0.65418499E-001  0.21917738  
15.50212375   0.72186303E-001  0.16313698  
15.50968227   0.68819290E-001  0.11533541  
15.51724080   0.58695287E-001  0.76502140E-001  
15.52479933   0.44705311E-001  0.46443642E-001  
15.53235786   0.29142000E-001  0.24382419E-001  
15.53991639   0.13707859E-001  0.92273256E-002  
15.54747492   -0.41586960E-003  -0.23425576E-003  
15.55503344   -0.12478910E-001  -0.52113098E-002  
15.56259197   -0.22071921E-001  -0.68341128E-002  
15.57015050   -0.29046446E-001  -0.61133393E-002  
15.57770903   -0.33447704E-001  -0.39211469E-002  
15.58526756   -0.35459749E-001  -0.98580677E-003  
15.59282609   -0.35361253E-001  0.21055355E-002  
15.60038462   -0.33489949E-001  0.48992633E-002  
15.60794314   -0.30214069E-001  0.70647929E-002  
15.61550167   -0.25909452E-001  0.83823125E-002  
15.62306020   -0.20941391E-001  0.87294554E-002  
15.63061873   -0.15650554E-001  0.80673953E-002  
15.63817726   -0.10342483E-001  0.64267580E-002  
15.64573579   -0.52802791E-002  0.38937046E-002  
15.65329431   -0.68014027E-003  0.59651876E-003  
15.66085284   0.32906175E-002  -0.33070054E-002  
15.66841137   0.65133882E-002  -0.76411188E-002  
